company_name,contact_name,email,phone,country,lanes,fmc_id,trade_name,license_number,city,state,zip,street,carrier_type,qi_title,renewal_date,fax
JDY INTERNATIONAL INC.,YING (AKEY) ZHANG,,(951) 216-1332,UNITED STATES,,025893,,025893,WEST COVINA,CA,91792,2707 E. VALLEY BLVD. STE 310,NVOCC + FF,SECRETARY,2028-03-31,
ICARGO LOGISTICS INC,ANNIE DAI,,(626) 380-0380,UNITED STATES,,025895,,025895,CHINO,CA,91710,6230 EUCALYPTUS AVENUE,NVOCC + FF,CEO/CFO/SECRETARY/DIRECTOR,2028-05-31,(626) 380-0370
"ALLIANZ CARGO & LOGISTICS, INC.",KARINA YOUNGMAN,,(954) 305-8953,UNITED STATES,,025904,,025904,DORAL,FL,33172,8805 NW 35TH LANE,NVOCC,VICE PRESIDENT/SECRETARY/PRESIDENT,2028-04-30,
"COTONOU-DIRECT INTERNATIONAL SHIPPING, L.L.C.",REMY SEKPE,,(301) 909-0639,UNITED STATES,,025905,,025905,WALDORF,MD,20601,11717 ACTON LANE,NVOCC + FF,MANAGING MEMBER,2028-05-31,(301) 909-0716
"TRANSAMERICA WORLDWIDE, INC.",FIRDOUS PRASLA,,(281) 497-1116,UNITED STATES,,025906,TRANSAMERICA LOGISTIC,018169,STAFFORD,TX,77477,12705 KIRKWOOD SUITE 210,NVOCC + FF,SECRETARY/TREASURER,2027-09-30,(281) 497-1118
"ASIA PACIFIC LOGISTICS CO., LTD.",,,,TAIWAN,,025907,,,TAIPEI CITY105,,,"7F.-5, NO 186, SEC. 4 NANJING E. RD., SONGSHAN DIST.,",NVOCC,,2027-12-21,
"OCEANLINK GLOBAL, INC.",JD MARTIN,,(419) 520-9260,UNITED STATES,,025917,,025917,FINDLAY,OH,45840,1646 TIFFIN AVE,NVOCC + FF,PRESIDENT/SECRETARY/TREASURER,2029-07-31,(419) 520-9280
INTERLOGISTICA LTD.,,,,BULGARIA,,025918,,,VARNA 9000,,,22. SOFIA STR.,NVOCC,,2027-12-29,
GIST LIMITED,,,,UNITED KINGDOM,,025919,,,BASINGSTOKE  RG24 8UB,,,"ROSEWOOD, CROCKFORD LANE CHINEHAM BUSINESS PARK",NVOCC,,2027-12-29,
PEN EVE INTERNATIONAL LLC,JAMES MOORHOUSE,,(412) 257-1700,UNITED STATES,,025920,,025920,BRIDGEVILLE,PA,15017,412 DARBY WAY SUITE 4,NVOCC + FF,MEMBER,2026-10-31,
NOVALINK LOGISTICS INC.,HONGGUANG LIU,,(626) 921-4841,UNITED STATES,,025923,,025923,CITY OF INDUSTRY,CA,91748,306 - 17800 CASTLETON ST.,NVOCC,VICE PRESIDENT/COO,2029-03-31,
SHARE LOGISTICS INC.,APPLICATION SUBMITTED REPLACEMENT REQUIRED,,(786) 347-5410,UNITED STATES,,025924,O.T.L. OCEAN TRANSPORTATION LINES,025924,DORAL,FL,33172,8840 NW 18TH TERRACE,NVOCC + FF,,2026-04-30,(786) 347-5410
"KMD INTERNATIONAL, INC.",MOUHAMET DIA,,(510) 290-4900,UNITED STATES,,025927,,025927,SOUTH SAN FRANCISCO,CA,94080,156 S. SPRUCE AVENUE SUITE 208B,NVOCC + FF,CHAIRMAN/SECRETARY/CFO,2029-07-31,(415) 753-9072
STRAIGHT LANE INC,JOEL FLEISCHMAN,,(516) 828-1239,UNITED STATES,,025929,,025929,BROOKLYN,NY,11206,50 TOMPKINS AVE,NVOCC,DIRECTOR/PRESIDENT/TREASURER/CLERK,2026-09-30,(516) 828-1222
ARMSTRONG SHIPPING COMPANY,LEWIS ARMSTRONG,,(305) 592-8361,UNITED STATES,,025930,,017639,MIAMI,FL,33172,2001 NW 93RD AVENUE,NVOCC + FF,PRESIDENT,2029-09-30,
"GALLEON TECHNOLOGY, INC.",NHI LUU,,(888) 785-1833,UNITED STATES,,025931,SHIPPABO,025931,LOS ANGELES,CA,90017,1001 WILSHIRE BOULEVARD #1023,NVOCC + FF,CEO,2029-01-31,(866) 628-4617
INLAND LOGISTICS GROUP L.L.C.,LIZA VILANOVA MORALES,,(787) 600-1500,UNITED STATES,,025932,,025932,GUAYNABO,PR,00965,"SAN JUAN FOREIGN TRADE ZONE #61, FASE 1 ALMACEN #4, CARR #165, KM. 2.4, PUEBLO VIEJO",NVOCC + FF,MEMBER/CHIEF EXECUTIVE MANAGER,2029-02-28,(787) 793-7180
R.W LOGISTICS SERVICES CORP,PENGFEI WANG,,714-494-1900,UNITED STATES,,025933,,025933,BREA,CA,92821,521 TAMARAK AVE,NVOCC,DIRECTOR/CEO/CFO/SECRETARY/PRESIDENT,2029-03-31,714-494-1820
SANTIAGO CARGO EXPRESS LLC,YARLIN DE JESUS CONTRERAS,,7544656595,UNITED STATES,,025934,,025934,WEST PARK,FL,33023,5916 SW 25TH STREET BAY 3,NVOCC + FF,MANAGER,2029-04-30,
ATLANTIC INTERNATIONAL FREIGHT SERVICES LTD.,,,,UNITED KINGDOM,,025940,,,BROMSGROVE B60 3DR,,,4 SHERWOOD ROAD,NVOCC,,2028-01-28,
TIGER LOGISTICS INDIA LTD.,,,,INDIA,,025942,,,NEW DELHI  110020,,,"D-174, GF, PHASE-1 OKHLA INDUSTRIAL AREA",NVOCC,,2028-02-01,
INDIAL SHIPPING PVT. LTD.,,,,INDIA,,025952,,,MUMBAI  400001,,,"5TH FLOOR, 502 GULAB BUILDING, 237, P. D'MELLO ROAD, FORT",NVOCC,,2028-02-05,
SOLI-TRANS SEEFRACHTKONTOR GMBH,,,,GERMANY,,025957,,,BREMEN D-28197,,,HERMANN-RITTER-STR. 112,NVOCC,,2028-02-08,
DFDS LOJISTIK ANONIM SIRKETI,,,,TURKEY,,025959,DFDS LOJISTIK A.S.,,ISTANBUL   34935,,,EKOL CADDESI. NO. 2 SULTANBEYLI,NVOCC,,2028-02-19,
OM FREIGHT FORWARDERS LIMITED,,,,INDIA,,025960,,,MUMBAI 400080,,,"707-713, CORPORATE CENTRE, NIRMAL LIFE STYLE LBS MARG, MULUND (WEST), MH",NVOCC,,2027-09-02,
UQI SHIPPING INC,QIHUA WU,,(626) 620-6580,UNITED STATES,,025964,,025964,DIAMOND BAR,CA,91765,22632 GOLDEN SPRINGS DR UNIT 220,NVOCC,CEO/SECRETARY/CFO/DIRECTOR/PRESIDENT,2027-04-30,(626) 620-6580
NEXTERUS INC.,RYAN POLAKOFF,,(800) 937-8224,UNITED STATES,,025965,,016440,NEW FREEDOM,PA,17349,802 FAR HILLS DRIVE,NVOCC + FF,PRESIDENT & CEO,2027-10-31,
"SAMSKIP LOGISTICS, INC.",CINDY ZOHN,,(425) 293-0310,UNITED STATES,,025966,,014137,LYNNWOOD,WA,98037,"3400 188TH STREET, SW SUITE 295",NVOCC + FF,SECRETARY,2029-07-31,(425) 293-0311
"OMNI LOGISTICS, LLC",MICHAEL DAVIS,,(817) 552-5270,UNITED STATES,,025967,,018469,DALLAS,TX,75019,3200 OLYMPUS BLVD SUITE 300,NVOCC + FF,AUTHORIZED OFFICER,2027-09-30,
LEVER LOGISTICS LLC,NAFIZ AKCA,,(424) 652-5020,UNITED STATES,,025968,,025968,TORRANCE,CA,90501,357 VAN NESS WAY SUITE 260,NVOCC + FF,MEMBER/MANAGER,2027-08-31,(424) 652-5016
"TRANSCON LOGISTIC SERVICES, INC.",CLAUDIA BROOKS,,(941) 525-6388,UNITED STATES,,025974,,025974,SARASOTA,FL,34238,4536 DEER TRAIL BLVD.,NVOCC,VICE PRESIDENT,2028-04-30,
RAY-MONT LOGISTICS AMERICA INC.,MATT GUINN,,(888) 933-4449,UNITED STATES,,025975,RL SEAWAYS,024033,SPOKANE VALLEY,WA,99206,300 N. MULLAN RD SUITE 101,NVOCC + FF,TREASURER,2029-03-31,
SEAPORT TRANSPORTATION SERVICES LLC,LATHAN AUSTIN,,(888) 428-4880,UNITED STATES,,025977,,025977,FT. LAUDERDALE,FL,33301,110 EAST BROWARD BLVD. SUITE 1700,NVOCC + FF,SECRETARY,2028-07-31,
MD SHIPPING,ALAN DUONG,,(626) 789-4093,UNITED STATES,,025979,,025979,ROSEMEAD,CA,91770,9363 PITKIN STREET,NVOCC,CEO/SECRETARY/CFO/DIRECTOR,2028-09-30,(888) 328-9609
"WORLD LOGISTICS CARGO, LLC",SERGIO CODINO,,(305) 594-2284,UNITED STATES,,025985,,025985,MIAMI,FL,33166,6705 NW 36TH STREET SUITE 425,NVOCC + FF,AMBR,2028-05-31,(305) 647-2893
"YUN LOGISTICS USA,INC.",ALBERT JIN,,(714) 5193604,UNITED STATES,,025986,,025986,FULLERTON,CA,92831,1015 EAST CHAPMAN AVENUE SUITE A,NVOCC,PRESIDENT/SECRETARY/TREASURER,2028-06-30,(844) 270-0771
"BEE SOLUTION NETWORK, INC.",DAVID HSU,,(310) 679-1789,UNITED STATES,,025988,,025988,VERNON,CA,90058,2050 E. 49TH STREET,NVOCC,"DIRECTOR, PRESIDENT/CEO, TREASURER/CFO",2028-08-31,(844) 272-1864
R & R LOGISTICS CUSTOM FREIGHT SOLUTIONS LLC,EDGAR RENGIFO,,(305) 828-8607,UNITED STATES,,025991,,025991,MIAMI,FL,33166,5561 NW 72ND AVENUE,NVOCC + FF,MANAGER/MEMBER,2028-01-31,(305) 397-2429
"CARIBCONEX, LLC",RICHARD TEIXEIRA,,(305) 705-6775,UNITED STATES,,025992,RSD INTERNATIONAL LLC,025992,DORAL,FL,33182,13155 NW 19TH LANE,NVOCC,MEMBER/MANAGER,2028-02-28,(305) 470-1138
"FASTER SERVICES, CORP.",BEJARANO BEATRIZ,,(305) 887-1331,UNITED STATES,,025996,,025996,MEDLEY,FL,33166,8125 NW 74TH AVENUE UNIT 2,NVOCC + FF,DIRECTOR/PRESIDENT/SECRETARY,2028-06-30,(305) 887-1366
"MBS LOGISTICS US HOLDING, INC.",STACY ALLEN-KOHN,,(804) 516-0136,UNITED STATES,,025999,MBS LOGISTICS,025999,RICHMOND,VA,23230,6802 PARAGON PLACE SUITE 410,NVOCC + FF,VICE PRESIDENT,2028-09-30,
REGENT LOGISTICS INC.,DOREEN LUO,,(847) 969-9116,UNITED STATES,,026000,,026000,ELK GROVE VILLAGE,IL,60007,345 CROSSEN AVENUE,NVOCC + FF,DIRECTOR/PRESIDENT/TREASURER/SECRETARY,2028-10-31,(847) 969-9117
SONICA INTERNATIONAL INC.,JAY SONG,,(847) 640-2255,UNITED STATES,,026002,,026002,ELK GROVE VILLAGE,IL,60007,1450 GREENLEAF AVE,NVOCC,PRESIDENT/SECRETARY/TREASURER,2028-02-28,(847) 640-2332
"TRANSPACIFIC FREIGHT EXPRESS, INC.",SHUYU DENG,,(626) 527-5888,UNITED STATES,,026004,,026004,CITY OF INDUSTRY,CA,91746,13060 TEMPLE AVENUE BAY 3,NVOCC + FF,CFO,2028-04-30,(626) 527-5887
"JERICH USA, INC.",HERBERT JERICH JR,,(732) 329-4242,UNITED STATES,,026005,,026005,DAYTON,NJ,08810,285 RIDGE ROAD SUITE 1,NVOCC + FF,CEO,2028-05-31,(732) 329-4244
ROAD AIR TRANSPORTATION INC,TIMOTHY KASTAGIR,,(954) 358-4587,UNITED STATES,,026007,ROAR OCEAN SERVICES,026007,HOLLYWOOD,FL,33020,2640 HOLLYWOOD BLVD. SUITE 207,NVOCC,COO,2028-07-31,(954) 927-4455
GLOBAL LOGISTICS FREIGHT SOLUTIONS (USA) INC.,RAYMOND BALRAM,,(516) 206-1326,UNITED STATES,,026008,,026008,NEW HYDE PARK,NY,11042,1979 MARCUS AVENUE SUITE E-102,NVOCC,VICE PRESIDENT,2028-08-31,(516) 945-0912
QUIKE PRIME LLC,ZHISHU (TINA) XU,,2138209918,UNITED STATES,,026009,,026009,PORTLAND,OR,97229,4173 NW 134TH TERRACE,NVOCC + FF,CEO/COO/MEMBER/MANAGER,2028-09-30,(888) 450-3668
"SHENZHEN HYUN YOUNG INTERNATIONAL TRANSPORTATION CO., LTD.",,,,CHINA,,026012,,,SHENZHEN,,,"6/F, HYUN YOUNG BUILDING, NO. 88 DONGYUAN RD FUTIAN DISTRICT",NVOCC,,2028-02-24,
UBV OCEAN&AIR SRL,,,,ITALY,,026016,,,20096 PIOLTELLO MILANO,,,"VIA ZARA, 5",NVOCC,,2028-03-10,
"SHANGHAI LUCKY STARS LOGISTICS CO., LTD.",,,,CHINA,,026018,,,SHANGHAI  200050,,,"ROOM 912, NO. 47 ZHENGYI ROAD YANGPU DISTRICT",NVOCC,,2028-03-10,
EXPORT CONSOLIDATION SERVICES (AUSTRALIA) PTY LTD,,,,AUSTRALIA,,026021,,,VICTORIA 3042,,,49 MCGREGORS DRIVE KEILOR PARK,NVOCC,,2028-03-10,
ZHEJIANG BRILLIANT LOGISTICS LTD.,,,,CHINA,,026022,,,NINGBO,,,"A-1905, 555 PACIFIC PLAZA JINGJIA ROAD EAST",NVOCC,,2028-03-10,
CHAKIAT AGENCIES PRIVATE LIMITED,,,,INDIA,,026023,,,CHENNAI 600001,,,"NO 40, 3RD FLOOR, RAJAJI SALAI, HARBOUR, TAMILNADU",NVOCC,,2028-03-10,
INSYNERGY SUPPLY CHAIN SOLUTIONS (P) LTD.,,,,INDIA,,026024,,,NEW DELHI 110020,,,"DPT-221, 2F, DLF PRIME TOWERS OKHLA PHASE 1",NVOCC,,2028-03-10,
"SALT INTERNATIONAL CO., LTD.",,,,"KOREA, SOUTH",,026025,SALT INTERNATIONAL,,INCHEON,,,"(SONGDO DONG CENTROAD OFFICE) ROOM 1202, UNIT B 323, INCHEON TOWER-DAERO, YEOUNSU-GU",NVOCC,,2028-03-10,
"J&Y FREIGHT FORWARDING (SHENZHEN) CO., LTD.",,,,CHINA,,026026,,,SHENZHEN 518002,,,"ROOM 2001, RUISI COMMERCIAL BUILDING 1002 YANHE STREET NORTH, LUOHU DISTRICT",NVOCC,,2028-03-10,
"CONCORD EXPRESS, INC.",MATTHEW ALLEN,,(614) 492-2355,UNITED STATES,,026028,,018327,POWELL,OH,43065,72 SOUTH LIBERTY STREET UNIT B,NVOCC,VICE PRESIDENT,2029-07-31,(614) 492-2360
"TCK EXPRESS, INC.",LANG QUAN RUAN,,718-712-2180,UNITED STATES,,026030,,026030,JAMAICA,NY,11434,161-15 ROCKAWAY BLVD. SUITE 111,NVOCC + FF,DIRECTOR/PRESIDENT/SECRETARY/TREASURER,2026-10-31,718-732-2729
"C.L.C. INTERNATIONAL LOGISTIC SERVICES, INC.",CARMEN CARMONA,,(954) 955-0783,UNITED STATES,,026031,,026031,MIAMI,FL,33193,15818 SW 69TH LN,NVOCC,PRESIDENT/SECRETARY,2029-01-31,
DOF CARGO INC,RAFAEL GARCIA,,(305) 400-4804,UNITED STATES,,026033,,026033,MEDLEY,FL,33178,10100 NW 116TH WAY SUITE 14,NVOCC,PRESIDENT,2026-03-31,(305) 507-8723
"GLOBAL PROCUREMENT & LOGISTICS, LLC",ANTOINETTE DOVE,,(410) 633-4755,UNITED STATES,,026034,,026034,BALTIMORE,MD,21224,1200 S NEWKIRK ST,NVOCC + FF,MEMBER,2029-04-30,(410) 826-3874
"WORLDWIDE SHIPPING, INC.",DAWEI (DAVID) LIU,,(630) 853-1271,UNITED STATES,,026039,,026039,LISLE,IL,60532,1225 LAKE SHORE DRIVE,NVOCC + FF,PRESIDENT/MANAGING DIRECTOR,2029-09-30,(630) 960-5408
"HNF LOGISTICS, INC.",MYOUNGWOO BAEK,,(201) 731-3071,UNITED STATES,,026043,RADIX USA CO,026043,HACKENSACK,NJ,07601,401 HACKENSACK AVENUE SUITE 702,NVOCC,PRESIDENT,2027-03-31,(201) 608-7151
"DA WU SUPPLY CHAIN MANAGEMENT CO., LTD.",,,,CHINA,,026044,,,SHENZHEN 518048,,,"3104N25, HUA RONG BUILDING, NO.178, MINTIAN ROAD FUTIAN DISTRICT, GUANGDONG",NVOCC,,2028-03-16,
"QINGDAO WINTOP WORLDWIDE LOGISTICS CO., LTD.",,,,CHINA,,026046,,,QINGDAO  266001,,,"ROOM 2003, NO. 170 XUZHOU ROAD",NVOCC,,2028-03-16,
GUANGZHOU HENGFU LOGISTICS LTD.,,,,CHINA,,026047,,,"GUANGZHOU, GUANGDONG",,,"SUITE 2116, YINGLONG PLAZA 76 HUANGPU ROAD WEST, TIANHE",NVOCC,,2028-03-16,
TREE LOGISTICS LLC,IGNACIO MATAS,,(305) 600-8558,UNITED STATES,,026051,,026051,MIAMI,FL,33172,"1400 NW 107 AVE, SUITE 401",NVOCC + FF,MANAGER,2027-01-31,(305) 602-9348
"NICARAGUA CARGO EXPRESS, INC.",JOSEFA CAMPOS,,(305) 324-6744,UNITED STATES,,026052,,026052,MIAMI,FL,33142,1872 NW 22ND STREET,NVOCC + FF,PRESIDENT/VICE PRES/SECRETARY/TREASURER/DIRECTOR,2027-02-28,(305) 324-6745
SONIC EXPRESS INC.,JIMMY HSUEH,,(925) 255-5869,UNITED STATES,,026056,,026056,DANVILLE,CA,94506,4115 BLACKHAWK PLAZA CIRCLE SUITE 100,NVOCC + FF,CEO/PRESIDENT/SECRETARY/DIRECTOR,2027-06-30,(925) 885-5007
"NEWPORT PARAGON LINE, INC.",ADAM LAM,,(310) 678-0233,UNITED STATES,,026057,,026057,SIGNAL HILL,CA,90755,3377 CALIFORNIA AVENUE,NVOCC,DIRECTOR/PRESIDENT/CEO/SECRETARY/TREASURER/CFO,2027-07-31,
"LINKWIDE INTERNATIONAL, LLC",BYUNG WOO,,(678) 705-7377,UNITED STATES,,026059,,026059,ATLANTA,GA,30354,10 SOUTHWOODS PARKWAY SUITE 100,NVOCC,MEMBER/MANAGER,2027-09-30,(678) 705-9332
MULTILINES GLOBAL FORWARDING LIMITED,,,,KENYA,,026060,,,NAIROBI,,,"3RD FLOOR RHAPHTA HEIGHTS, RHAPHTA ROAD WESTLANDS P.O. BOX 14281-00800, WESTLANDS",NVOCC,,2028-03-23,
"ALBESTER SYSTEM CO., LTD.",,,,"KOREA, SOUTH",,026061,ALBESTER,,SEOUL 07532,,,"407 HANWHA BIZ-METRO II 551-24 YANGCHEON-RO, GANGSEO-GU",NVOCC,,2028-03-23,
"TROPICAL FOODS, LLC",DAREN PRIMOLI,,(305) 477-5811,UNITED STATES,,026062,,026062,DORAL,FL,33172,1665 NW 102ND AVENUE SUITE 103,NVOCC,PRESIDENT/FOUNDER,2027-02-28,(305) 477-3822
"OBOX FREIGHT, LLC",JOSE PINEIRO,,(908) 577-8373,UNITED STATES,,026066,,026066,BAYONNE,NJ,07002,96 ANDREW ST.,NVOCC,MANAGING PARTNER/MEMBER,2027-06-30,
HM CARGO LLC,MANSOUR MOHAMED,,(832) 213-7700,UNITED STATES,,026068,,026068,HOUSTON,TX,77057,6250 WESTPARK DRIVE SUITE 323,NVOCC + FF,MEMBER,2027-08-31,(713) 637-4276
QUALITY-EXPRESS CARGO LIMITED,,,,HONG KONG,,026070,,,TSUEN WAN,,,"FLAT/RM C2, 7/F., TML TOWER NO. 3 HOI SHING ROAD, N.T.",NVOCC,,2028-03-25,
AERO LOGISTICS LTD.,,,,TAIWAN,,026071,,,TAIPEI 10567,,,"5F., NO.758,SEC.4,BADE RD.",NVOCC,,2028-03-28,
"PNL INTERNATIONAL CO., LTD.",,,,"KOREA, SOUTH",,026075,,,SEOUL  06181,,,"11/F., SAMAHN BLDG, 520 TEHERAN-RO GANGNAM-GU",NVOCC,,2028-03-30,
KINGHOOD INTERNATIONAL LOGISTICS INC.,HONGSHENG (ROBIN) YAN,,(951) 268-0881,UNITED STATES,,026077,,026077,CORONA,CA,92879,2565 SAMPSON AVENUE,NVOCC,"DIRECTOR, PRESIDENT/CEO",2028-07-31,
TRIWAYS INTERNATIONAL LLC.,STELLA ZAMORA,,(786) 631-3086,UNITED STATES,,026079,,026079,DORAL,FL,33126,1692 NW 82ND AVENUE,NVOCC + FF,MEMBER,2028-09-30,(786) 655-0921
"INTERFREIGHT LOGISTICS CO., LTD.",DEFANG KONG,,(626) 737-9068,UNITED STATES,,026082,,023200,ANAHEIM HILLS,CA,92808,155 N. RIVERVIEW DRIVE SUITE 105,NVOCC,SECRETARY/TREASURER,2028-10-31,(626) 689-2950
"SUN GLOBAL LOGISTICS, INC.",CELINE HUI FEN CHENG,,(562) 228-8718,UNITED STATES,,026086,,026086,BUENA PARK,CA,90621,5600 WINDSOR COURT,NVOCC + FF,PRESIDENT/VICE PRESIDENT/SECRETARY/CFO,2028-06-30,
CL USA INC.,EDWARD SANTA,,(305) 884-2410,UNITED STATES,,026088,MEDOV LOGISTICS,023647,MIAMI,FL,33166,6725 NW 36TH STREET SUITE 600,NVOCC + FF,VICE PRESIDENT,2027-07-31,(305) 805-0065
"SEAGULL CARGO LOGISTICS CO., LTD.",,,,CHINA,,026089,,,SHANGHAI  200062,,,"RM 1810, GREENLAND INNOVATION MANSION (TOWER) NO. 450 CAOYANG ROAD, PUTUO DISTRICT",NVOCC,,2028-04-06,
"ARPIN INTERNATIONAL GROUP, INC.",PETER ARPIN,,401-714-3224,UNITED STATES,,026091,,003295,WEST WARWICK,RI,02893,99 JAMES P. MURPHY HWY,NVOCC + FF,PRESIDENT,2028-05-31,
NNR GLOBAL LOGISTICS (S) PTE LTD.,,,,SINGAPORE,,026092,,,SINGAPORE  486162,,,"NO. 10 CHANGI SOUTH LANE, #02-01",NVOCC,,2028-04-11,
YINGSHENG GLOBAL LOGISTICS LIMITED,,,,CHINA,,026093,,,SHENZHEN,,,"ROOM 1205, BLOCK T1, RUNHONG BUILDING NO.9  MEIYUAN ROAD, LUOHU DISTRICT",NVOCC,,2028-04-11,
INTERPORT GLOBAL LOGISTICS USA INC.,VAIDYANATHAN IYER,,(732) 422-3870,UNITED STATES,,026094,,026094,EAST BRUNSWICK,NJ,08816,17 COTTERS LANE,NVOCC + FF,PRESIDENT,2028-04-30,(732) 422-3878
ABSLOGIX,DANIEL TREICHLER,,(949) 294-1142,UNITED STATES,,026097,,026097,IRVINE,CA,92604,4591 LOCKHAVEN CIRCLE,NVOCC + FF,CEO/PRESIDENT/SECRETARY/CFO/DIRECTOR,2028-07-31,(949) 294-1142
EGREEN TRANSPORT CORPORATION,HSIANG-WEN CHEN,,909-996-2160,UNITED STATES,,026099,CLIPPER TRANSPORT,026099,JURUPA VALLEY,CA,91752,11450 PHILADELPHIA AVE,NVOCC,CEO/DIRECTOR/SECRETARY/CFO,2028-09-30,N/A
FORTUNE UNION CORPORATION,TONGYANG (TONY) JIANG,,(408) 858-5387,UNITED STATES,,026104,,026104,FRESNO,CA,93722,5756 W NORWICH AVE.,NVOCC,CEO/CFO,2028-04-30,(408) 982-5932
MOHAWK GLOBAL LOGISTICS CORP.,GARARD GRANNELL,,(315) 455-3003,UNITED STATES,,026106,MOHAWK GLOBAL LOGISTICS,003952,N. SYRACUSE,NY,13212,123 AIR CARGO ROAD,NVOCC + FF,CHAIRMAN,2027-02-28,
QUACY'S CONTAINER LINE LLC,SHEVON ABRAMS,,(800) 692-4409,UNITED STATES,,026107,,025802,NEWARK,NJ,07106,68 SOUTH DEVINE STREET,NVOCC,MEMBER,2028-02-28,(973) 840-2028
"ENDURANCE CARGO MANAGEMENT CO., LTD.",,,,CHINA,,026108,,,SHANGHAI 200086,,,"RM1104-1105,UPBUND LIFE HUB OFFICE TOWER NO.887 ZHOUJIAZUI ROAD,HONGKOU DISTRICT",NVOCC,,2028-04-27,
TRANSWORLD GLS (SINGAPORE) PTE LTD,,,,SINGAPORE,,026109,TRANSWORLD GLS,,SINGAPORE  169208,,,120 LOWER DELTA ROAD 06-09 CENDEX CENTRE,NVOCC,,2028-04-27,
"GEO AUTO EXPORT, LLC",DELMER MUNOS,,(302) 322-9001,UNITED STATES,,026110,,026110,NEW CASTLE,DE,19720,235 S. DUPONT HWY,NVOCC,MEMBER,2026-10-31,
"SIGMA INTERNATIONAL LOGISTICS (SHANGHAI) CO., LTD.",,,,CHINA,,026113,,,SHANGHAI 200080,,,"RM. 1002, BLOCK B NO. 269 HAINING RD., HONG KOU DIST.",NVOCC,,2027-08-13,
"SHANGHAI SYNTRANS INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,026115,,,SHANGHAI,,,"LEVEL 9, BLOCK A, SHUANGSHIHUI BUILDING NO. 399 EAST CHANGZHI ROAD",NVOCC,,2028-04-29,
STAR INDIA CONTAINER LINE PVT. LTD.,,,,INDIA,,026116,,,INDORE 452001,,,"210-214, ALANKAR CHAMBER A-2, RATLAM KOTHI, A.B. ROAD",NVOCC,,2028-04-29,
"YONGTAIYUN CHEMICAL LOGISTICS CO., LTD.",,,,CHINA,,026118,,,NINGBO ZHEJIANG 315000,,,"RM 301 BUILDING 1, NO 17 HAIFA ROAD BEILUN DISTRICT",NVOCC,,2028-04-29,
Q LINE LIMITED,,,,CHINA,,026122,Q LINE,,HONG KONG,,,"6/F, FORTUNE CENTRE, 44-48 YUN PING ROAD CAUSEWAY BAY",NVOCC,,2028-05-18,
BELL TOTAL LOGISTICS PTY LTD,,,,AUSTRALIA,,026123,,,KIRRAWEE NSW 2232,,,1/35-39 WARATAH ST,NVOCC,,2028-05-18,
MONTANE SHIPPING PRIVATE LIMITED,,,,INDIA,,026124,,,CHENNAI  600001,,,"108/64, ARMENIAN STREET CATHOLIC CENTRE, 2ND FLOOR",NVOCC,,2028-05-18,
LA FREIGHTLIFT PVT. LTD.,,,,INDIA,,026125,,,CHENNAI  600016,,,"32 & 32A, SECOND CROSS STREET, VGP MURPHY SQUARE ST. THOMAS MOUNT, TAMIL NADU",NVOCC,,2028-05-18,
PCS WORLDWIDE INC.,CHRISTIAN (A.K.A. CHRIS) CHOI,,(718) 656-0888,UNITED STATES,,026134,SGL USA,026134,JAMAICA,NY,11413,147-19 SPRINGFIELD LANE SUITE B,NVOCC + FF,VICE PRESIDENT,2029-04-30,(718) 553-2037
"QEC WORLDWIDE, INC.",SAU LEUNG,,(626) 734-8008,UNITED STATES,,026135,,026135,SANTA FE SPRINGS,CA,90670,10629 FOREST STREET,NVOCC + FF,PRESIDENT,2029-05-31,(310) 784-8898
GIOVANNI EXPRESS SHIPPING LLC,GIOVANNI MEJIA,,(617) 631-6971,UNITED STATES,,026141,,026141,METHUEN,MA,01844,225 BROADWAY UNIT 903,NVOCC,MANAGER,2027-01-31,
ENGLOBE LOGISTICS PRIVATE LIMITED,,,,INDIA,,026145,,,NOIDA  201301,,,"G-4, SECTOR-3 GAUTAM BUDHA NAGAR, UTTAR PRADESH",NVOCC,,2028-05-24,
TRADE EXPEDITORS USA INCORPORATED,AZEEM SUBHANI,,(732) 515-9040,UNITED STATES,,026148,TEU GLOBAL,026148,PISCATAWAY,NJ,08854,242 OLD NEW BRUNSWICK ROAD SUITE 145,NVOCC + FF,DIRECTOR/PRESIDENT,2027-08-31,
UCI INC.,YU ZHANG,,(718) 962-8898,UNITED STATES,,026149,UNITED CARGO INT'L,026149,FLORAL PARK,NY,11001,216 JERICHO TURNPIKE,NVOCC + FF,PRESIDENT/DIRECTOR/SECRETARY,2027-09-30,(718) 962-8998
"C Y LOGISTICS, INC.",CHEUK LI,,(718) 312-8200,UNITED STATES,,026152,,026152,BROOKLYN,NY,11204,1649 74TH STREET ROOM 200,NVOCC,PRESIDENT/SECRETARY,2027-02-28,(347) 823-3009
"JIL GROUP USA, INC.",LAWRENCE CHANG,,(626) 330-8989,UNITED STATES,,026158,,026158,TEMECULA,CA,92592,32330 TURNER LANE,NVOCC + FF,CEO/DIRECTOR,2027-08-31,(626) 414-9909
"PATHFINDER PROJECT LOGISTICS, INC.",JIANJUN WANG,,(281) 719-8278,UNITED STATES,,026160,,026160,THE WOODLANDS,TX,77380,431 NURSERY ROAD SUITE A500,NVOCC + FF,PRESIDENT,2027-10-31,(281) 719-8280
